,D/H Sample,ID,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
43,2021-12-01T18:00,1210669,3.6,10.8,0.2,1,0.0,1.0,84.0,-99.0
44,2021-12-01T18:00,1210746,19.1,13.1,9.7,8,0.2,5.3,94.0,1022.9
45,2021-12-01T18:00,1210683,34.2,5.0,1.8,8,0.0,9.5,100.0,-99.0
46,2021-12-01T18:00,1210685,6.1,8.9,0.0,7,0.0,1.7,96.0,-99.0
47,2021-12-01T18:00,1210686,-99.0,5.8,-99.0,0,0.0,-99.0,99.0,-99.0
48,2021-12-01T18:00,1210687,7.6,11.0,0.3,4,0.0,2.1,73.0,-99.0
49,2021-12-01T18:00,11217217,10.1,16.8,215.5,5,0.0,2.8,84.0,-99.0
50,2021-12-01T18:00,1210697,5.0,11.7,19.8,8,0.0,1.4,95.0,-99.0
51,2021-12-01T18:00,1210698,26.3,10.0,-99.0,8,0.0,7.3,65.0,-99.0
52,2021-12-01T18:00,1210765,30.2,-99.0,-99.0,9,0.4,8.4,-99.0,1023.1
53,2021-12-01T18:00,1210704,12.6,12.8,2.0,9,0.0,3.5,90.0,-99.0
54,2021-12-01T18:00,1210705,2.5,11.5,0.8,8,0.0,0.7,-99.0,-99.0
55,2021-12-01T18:00,1210707,8.3,11.9,3.2,7,0.0,2.3,92.0,-99.0
56,2021-12-01T18:00,1210713,6.1,12.8,1.7,9,0.0,1.7,88.0,-99.0
57,2021-12-01T18:00,1210767,10.1,13.6,0.6,7,0.1,2.8,95.0,-99.0
58,2021-12-01T18:00,1210716,17.6,9.5,1.6,8,0.0,4.9,-99.0,-99.0
59,2021-12-01T18:00,1210724,9.7,12.2,7.2,8,0.0,2.7,97.0,-99.0
60,2021-12-01T18:00,11217255,10.8,16.2,309.5,5,0.0,3.0,82.0,-99.0
61,2021-12-01T18:00,1210729,8.6,-99.0,41.5,8,0.1,2.4,-99.0,-99.0
62,2021-12-01T18:00,1210734,12.6,13.0,4.8,8,0.1,3.5,100.0,1022.4
63,2021-12-01T18:00,1200501,6.5,17.5,85.4,4,0.0,1.8,75.0,1035.5
64,2021-12-01T18:00,1200502,11.9,18.3,341.8,4,0.0,3.3,71.0,1035.9
65,2021-12-01T18:00,1200504,9.4,18.3,-99.0,2,0.0,2.6,80.0,1034.7
66,2021-12-01T18:00,1200506,13.0,17.5,-99.0,2,0.0,3.6,81.0,1035.4
67,2021-12-01T18:00,1200507,23.0,17.6,136.4,3,0.0,6.4,81.0,1035.8
68,2021-12-01T18:00,1200510,9.0,18.1,387.3,3,0.0,2.5,76.0,-99.0
69,2021-12-01T18:00,1200511,-99.0,17.4,-99.0,0,0.0,-99.0,80.0,1035.7
70,2021-12-01T18:00,1200515,20.9,-99.0,171.0,3,0.0,5.8,-99.0,-99.0
71,2021-12-01T18:00,1200521,21.6,19.3,-99.0,2,0.0,6.0,65.0,1027.6
72,2021-12-01T18:00,1240971,5.4,19.8,119.2,2,0.0,1.5,62.0,-99.0
73,2021-12-01T18:00,1200524,18.4,18.3,-99.0,1,0.0,5.1,72.0,1027.9
74,2021-12-01T18:00,1210766,10.4,14.9,6.6,7,0.0,2.9,88.0,-99.0
75,2021-12-01T18:00,1210605,5.0,10.8,0.0,7,0.1,1.4,87.0,-99.0
76,2021-12-01T18:00,6210879,4.3,14.8,-99.0,8,0.0,1.2,84.0,-99.0
77,2021-12-01T18:00,1210770,11.9,14.9,12.4,8,0.0,3.3,85.0,-99.0
78,2021-12-01T18:00,6213012,7.6,10.0,-99.0,7,0.0,2.1,86.0,-99.0
79,2021-12-01T18:00,6213015,7.6,8.9,-99.0,6,-99.0,2.1,94.0,-99.0
80,2021-12-01T18:00,6213016,-99.0,9.1,-99.0,0,-99.0,-99.0,78.0,-99.0
81,2021-12-01T18:00,6213018,-99.0,4.5,-99.0,0,-99.0,-99.0,100.0,-99.0
82,2021-12-01T18:00,6213023,11.9,5.8,-99.0,8,-99.0,3.3,100.0,-99.0
83,2021-12-01T18:00,1210790,54.4,8.9,4.8,9,0.3,15.1,100.0,-99.0
84,2021-12-01T18:00,6213011,-99.0,6.2,-99.0,0,-99.0,-99.0,100.0,-99.0
85,2021-12-01T18:00,1200558,15.1,12.1,4.4,7,0.0,4.2,98.0,1021.7
86,2021-12-01T18:00,1210800,15.5,7.6,0.0,8,0.0,4.3,94.0,-99.0
87,2021-12-01T18:00,1210803,-99.0,-99.0,0.2,7,0.0,-99.0,-99.0,-99.0
88,2021-12-01T18:00,1200567,16.2,8.7,0.0,7,0.0,4.5,74.0,1019.8
89,2021-12-01T18:00,1200568,42.8,2.6,0.1,8,0.0,11.9,100.0,-99.0
90,2021-12-01T18:00,1210812,5.4,11.9,0.0,7,0.0,1.5,-99.0,-99.0
91,2021-12-01T18:00,1200576,12.6,6.7,-99.0,7,0.0,3.5,68.0,-99.0
92,2021-12-01T18:00,1200579,17.6,14.1,7.1,8,0.0,4.9,86.0,1022.7
93,2021-12-01T18:00,1210824,12.6,13.3,2.2,8,0.1,3.5,86.0,-99.0
94,2021-12-01T18:00,1210826,11.2,13.8,2.0,8,-99.0,3.1,88.0,-99.0
95,2021-12-01T18:00,1210835,12.6,13.1,1.7,6,0.0,3.5,81.0,-99.0
96,2021-12-01T18:00,1210837,9.0,-99.0,2.1,7,0.0,2.5,87.0,-99.0
97,2021-12-01T18:00,1210863,14.0,13.8,4.0,7,0.0,3.9,77.0,-99.0
98,2021-12-01T18:00,11217370,10.1,11.6,141.7,4,0.1,2.8,99.0,-99.0
99,2021-12-01T18:00,11217372,17.3,13.6,146.1,3,0.0,4.8,99.0,-99.0
100,2021-12-01T18:00,11217225,14.4,16.2,305.0,8,0.0,4.0,68.0,-99.0
101,2021-12-01T18:00,1210848,-99.0,13.0,-99.0,0,0.0,-99.0,86.0,-99.0
102,2021-12-01T18:00,1210851,10.4,13.4,3.3,7,-99.0,2.9,77.0,-99.0
103,2021-12-01T18:00,6213013,26.3,4.5,-99.0,8,-99.0,7.3,92.0,-99.0
104,2021-12-01T18:00,6213620,4.3,10.1,-99.0,4,-99.0,1.2,93.0,-99.0
105,2021-12-01T18:00,1210864,11.5,13.6,6.6,7,-99.0,3.2,-99.0,-99.0
106,2021-12-01T12:00,1210881,9.4,15.9,-99.0,7,0.0,2.6,58.0,1026.4
107,2021-12-01T12:00,1200533,18.7,16.8,-99.0,8,-99.0,5.2,60.0,1027.2
108,2021-12-01T12:00,11217430,9.7,14.7,447.9,9,0.1,2.7,99.0,-99.0
109,2021-12-01T12:00,6212121,1.8,7.3,151.2,7,-99.0,0.5,99.0,1023.9
110,2021-12-01T12:00,1200560,11.9,5.4,-99.0,5,0.0,3.3,98.0,1026.8
111,2021-12-01T12:00,1200535,14.8,15.3,1166.8,6,0.0,4.1,70.0,1026.8
112,2021-12-01T12:00,1210721,-99.0,11.5,-99.0,0,0.1,-99.0,93.0,-99.0
113,2021-12-01T12:00,1210956,4.3,21.3,950.9,3,0.0,1.2,60.0,-99.0
114,2021-12-01T12:00,1210960,19.1,18.3,-99.0,4,0.0,5.3,82.0,1028.6
115,2021-12-01T12:00,1210965,-99.0,17.1,1528.2,0,0.0,-99.0,78.0,-99.0
116,2021-12-01T12:00,1210967,-99.0,20.4,1497.3,0,0.0,-99.0,60.0,-99.0
117,2021-12-01T12:00,1210970,-99.0,9.7,1887.1,0,0.0,-99.0,90.0,-99.0
118,2021-12-01T12:00,1210972,18.0,10.5,1675.9,4,0.0,5.0,88.0,-99.0
119,2021-12-01T12:00,1210973,10.4,6.5,-99.0,2,0.0,2.9,99.0,-99.0
120,2021-12-01T12:00,1210974,-99.0,5.9,-99.0,0,0.0,-99.0,100.0,-99.0
121,2021-12-01T12:00,1210975,-99.0,13.0,854.1,0,0.3,-99.0,53.0,-99.0
122,2021-12-01T12:00,1210976,5.4,15.3,-99.0,3,0.0,1.5,75.0,-99.0
123,2021-12-01T12:00,1210978,9.7,18.6,-99.0,3,0.0,2.7,74.0,-99.0
124,2021-12-01T12:00,1240675,-99.0,6.5,-99.0,0,0.0,-99.0,96.0,-99.0
125,2021-12-01T12:00,1210980,10.4,13.1,-99.0,2,0.0,2.9,83.0,-99.0
126,2021-12-01T12:00,11217510,11.5,11.8,698.6,4,1.0,3.2,100.0,-99.0
127,2021-12-01T12:00,1210984,-99.0,16.7,1190.5,0,0.0,-99.0,64.0,-99.0
128,2021-12-01T12:00,1210986,4.3,21.0,-99.0,3,0.0,1.2,66.0,1027.8
129,2021-12-01T12:00,1210987,2.5,14.0,-99.0,1,0.0,0.7,79.0,-99.0
130,2021-12-01T12:00,1210990,8.6,18.6,-99.0,6,0.0,2.4,69.0,1028.0
131,2021-12-01T12:00,1200571,11.9,8.5,1379.5,8,0.0,3.3,85.0,1024.8
132,2021-12-01T12:00,6212123,1.8,8.8,248.7,7,-99.0,0.5,99.0,1025.3
133,2021-12-01T12:00,1200522,12.6,20.4,-99.0,3,0.1,3.5,64.0,1028.7
134,2021-12-01T12:00,11217625,6.5,11.9,652.0,4,0.0,1.8,99.0,-99.0
135,2021-12-01T12:00,6214522,9.0,11.1,-99.0,7,0.0,2.5,83.0,-99.0
136,2021-12-01T12:00,6214523,-99.0,-99.0,0.0,0,-99.0,-99.0,88.0,-99.0
137,2021-12-01T12:00,11217645,2.2,13.7,430.6,5,0.0,0.6,99.0,-99.0
138,2021-12-01T12:00,1210615,1.4,9.8,213.8,2,-99.0,0.4,99.0,-99.0
139,2021-12-01T12:00,1210616,13.7,11.3,565.0,6,-99.0,3.8,77.0,1021.7
140,2021-12-01T12:00,1210619,10.1,7.6,-99.0,7,-99.0,2.8,99.0,-99.0
141,2021-12-01T12:00,1210622,9.4,9.3,227.4,8,1.2,2.6,100.0,-99.0
142,2021-12-01T12:00,1210630,1.1,7.3,258.5,0,0.3,0.3,98.0,-99.0
143,2021-12-01T12:00,11217160,18.7,17.7,1154.0,5,0.7,5.2,77.0,-99.0
144,2021-12-01T12:00,1210635,7.6,7.0,-99.0,6,0.0,2.1,89.0,-99.0
145,2021-12-01T12:00,11217165,29.9,17.8,1511.3,3,0.0,8.3,78.0,-99.0
146,2021-12-01T12:00,1210643,7.6,8.6,-99.0,6,0.3,2.1,99.0,-99.0
147,2021-12-01T12:00,1210644,7.9,8.4,508.1,6,0.0,2.2,90.0,-99.0
148,2021-12-01T12:00,1210649,6.1,10.7,289.7,5,-99.0,1.7,95.0,-99.0
149,2021-12-01T12:00,1210669,6.1,11.5,388.3,1,0.0,1.7,95.0,-99.0
150,2021-12-01T12:00,1210746,14.8,12.8,724.7,6,0.0,4.1,88.0,1026.5
151,2021-12-01T12:00,1210683,31.0,7.8,798.9,7,0.0,8.6,94.0,-99.0
152,2021-12-01T12:00,1210685,9.0,6.9,247.4,6,0.0,2.5,99.0,-99.0
153,2021-12-01T12:00,1210686,-99.0,7.3,-99.0,0,0.2,-99.0,99.0,-99.0
154,2021-12-01T12:00,1210687,3.6,7.9,1022.7,1,0.0,1.0,80.0,-99.0
155,2021-12-01T12:00,11217217,13.0,17.4,693.7,4,0.0,3.6,85.0,-99.0
156,2021-12-01T12:00,1210697,3.2,7.6,89.1,4,0.2,0.9,100.0,-99.0
157,2021-12-01T12:00,1210698,11.5,11.1,-99.0,8,0.0,3.2,71.0,-99.0
158,2021-12-01T12:00,1210765,10.1,-99.0,-99.0,7,0.0,2.8,-99.0,1027.0
159,2021-12-01T12:00,1210704,6.1,10.9,498.7,5,0.0,1.7,100.0,-99.0
160,2021-12-01T12:00,1210705,2.2,9.5,210.4,5,0.0,0.6,-99.0,-99.0
161,2021-12-01T12:00,1210707,7.6,8.3,311.1,4,0.1,2.1,96.0,-99.0
162,2021-12-01T12:00,1210713,1.4,10.6,395.9,3,0.1,0.4,93.0,-99.0
163,2021-12-01T12:00,1210767,6.8,13.9,1669.8,8,0.0,1.9,75.0,-99.0
164,2021-12-01T12:00,1210716,10.4,9.6,421.8,7,0.2,2.9,-99.0,-99.0
165,2021-12-01T12:00,1210724,4.0,10.0,1065.7,6,0.0,1.1,82.0,-99.0
166,2021-12-01T12:00,11217255,17.3,16.5,1664.6,6,0.0,4.8,83.0,-99.0
167,2021-12-01T12:00,1210729,7.6,-99.0,810.8,7,0.0,2.1,-99.0,-99.0
168,2021-12-01T12:00,1210734,5.0,11.3,1267.3,5,0.0,1.4,86.0,1026.5
169,2021-12-01T12:00,1200501,10.1,17.5,218.5,4,0.0,2.8,77.0,1037.3
170,2021-12-01T12:00,1200502,19.1,18.3,708.8,4,0.0,5.3,74.0,1037.6
171,2021-12-01T12:00,1200504,7.6,18.7,-99.0,3,0.0,2.1,77.0,1036.1
172,2021-12-01T12:00,1200506,15.5,17.5,-99.0,2,0.0,4.3,87.0,1036.8
173,2021-12-01T12:00,1200507,13.7,16.9,787.5,3,0.0,3.8,89.0,1037.2
174,2021-12-01T12:00,1200510,6.5,18.2,1407.5,6,0.0,1.8,74.0,-99.0
175,2021-12-01T12:00,1200511,-99.0,17.9,-99.0,0,0.0,-99.0,79.0,1036.8
176,2021-12-01T12:00,1200515,27.0,-99.0,955.7,3,0.0,7.5,-99.0,-99.0
177,2021-12-01T12:00,1200521,16.2,19.6,-99.0,3,0.0,4.5,68.0,1028.7
178,2021-12-01T12:00,1240971,15.1,20.1,1988.0,4,0.0,4.2,66.0,-99.0
179,2021-12-01T12:00,1200524,17.3,19.6,-99.0,3,0.0,4.8,67.0,1028.9
180,2021-12-01T12:00,1210766,8.3,15.0,1256.3,7,0.0,2.3,72.0,-99.0
181,2021-12-01T12:00,1210605,6.8,11.4,329.0,6,1.0,1.9,99.0,-99.0
182,2021-12-01T12:00,6210879,13.7,16.0,-99.0,8,0.0,3.8,69.0,-99.0
183,2021-12-01T12:00,1210770,5.8,14.5,931.2,5,0.0,1.6,74.0,-99.0
184,2021-12-01T12:00,6213012,7.9,7.6,-99.0,6,0.0,2.2,97.0,-99.0
185,2021-12-01T12:00,6213015,9.7,7.0,-99.0,5,-99.0,2.7,98.0,-99.0
186,2021-12-01T12:00,6213016,-99.0,7.7,-99.0,0,-99.0,-99.0,93.0,-99.0
187,2021-12-01T12:00,6213018,-99.0,6.9,-99.0,0,-99.0,-99.0,100.0,-99.0
188,2021-12-01T12:00,6213023,23.8,7.5,-99.0,7,-99.0,6.6,100.0,-99.0
189,2021-12-01T12:00,1210790,51.1,7.2,1360.7,9,0.0,14.2,100.0,-99.0
190,2021-12-01T12:00,6213011,-99.0,5.2,-99.0,0,-99.0,-99.0,99.0,-99.0
191,2021-12-01T12:00,1200558,17.3,13.2,1377.8,8,0.0,4.8,71.0,1026.2
192,2021-12-01T12:00,1210800,8.6,10.2,817.1,7,0.0,2.4,76.0,-99.0
193,2021-12-01T12:00,1210803,-99.0,-99.0,1395.1,8,0.0,-99.0,-99.0,-99.0
194,2021-12-01T12:00,1200567,9.0,8.9,378.0,5,0.0,2.5,94.0,1022.4
195,2021-12-01T12:00,1200568,38.9,5.1,674.1,8,0.2,10.8,100.0,-99.0
196,2021-12-01T12:00,1210812,3.2,7.0,0.0,9,0.0,0.9,-99.0,-99.0
197,2021-12-01T12:00,1200576,6.5,7.6,-99.0,6,0.0,1.8,87.0,-99.0
198,2021-12-01T12:00,1200579,10.8,14.9,1090.1,7,0.0,3.0,74.0,1026.7
199,2021-12-01T12:00,1210824,8.3,11.9,1463.8,7,0.0,2.3,77.0,-99.0
200,2021-12-01T12:00,1210826,5.0,11.8,1642.1,8,-99.0,1.4,78.0,-99.0
201,2021-12-01T12:00,1210835,13.7,12.8,1163.7,7,0.0,3.8,67.0,-99.0
202,2021-12-01T12:00,1210837,13.0,-99.0,1511.4,7,0.0,3.6,67.0,-99.0
203,2021-12-01T12:00,1210863,9.4,11.9,1886.9,8,0.0,2.6,74.0,-99.0
204,2021-12-01T12:00,11217370,12.2,11.6,390.6,4,0.0,3.4,99.0,-99.0
205,2021-12-01T12:00,11217372,18.0,14.0,876.1,2,0.0,5.0,99.0,-99.0
206,2021-12-01T12:00,11217225,16.2,16.1,483.9,8,0.0,4.5,68.0,-99.0
207,2021-12-01T12:00,1210848,-99.0,13.5,-99.0,0,0.0,-99.0,67.0,-99.0
208,2021-12-01T12:00,1210851,5.8,11.0,1762.8,6,-99.0,1.6,72.0,-99.0
209,2021-12-01T12:00,6213013,12.6,5.7,-99.0,6,-99.0,3.5,100.0,-99.0
210,2021-12-01T12:00,6213620,4.0,8.0,-99.0,6,-99.0,1.1,96.0,-99.0
211,2021-12-01T12:00,1210864,17.3,14.1,1636.0,8,-99.0,4.8,-99.0,-99.0
212,2021-11-30T23:00,1210881,7.6,8.7,-99.0,8,0.0,2.1,80.0,1027.5
213,2021-11-30T23:00,1210883,6.8,7.2,-99.0,9,0.0,1.9,90.0,1027.3
214,2021-11-30T23:00,1200533,4.3,9.2,-99.0,2,-99.0,1.2,83.0,1027.5
215,2021-11-30T23:00,1210865,5.0,6.1,-99.0,7,0.0,1.4,81.0,1028.0
216,2021-11-30T23:00,11217430,9.7,14.5,0.0,9,0.0,2.7,99.0,-99.0
217,2021-11-30T23:00,6212121,2.5,7.3,3.8,5,0.0,0.7,95.0,1028.1
218,2021-11-30T23:00,6212122,1.4,5.8,2.4,2,0.0,0.4,98.0,1028.7
219,2021-11-30T23:00,1210907,5.8,15.5,-99.0,3,0.0,1.6,99.0,1037.1
220,2021-11-30T23:00,6212124,5.0,8.5,2.4,4,0.0,1.4,90.0,1028.9
221,2021-11-30T23:00,6212125,1.8,6.8,2.4,1,0.0,0.5,95.0,1028.7
222,2021-11-30T23:00,6212126,7.6,6.4,2.4,4,0.0,2.1,95.0,1028.3
223,2021-11-30T23:00,1200560,9.0,6.2,-99.0,9,0.0,2.5,94.0,1030.1
224,2021-11-30T23:00,1210867,7.9,7.4,0.0,1,0.0,2.2,99.0,-99.0
225,2021-11-30T23:00,1210632,2.9,0.9,-99.0,9,0.0,0.8,99.0,-99.0
226,2021-11-30T23:00,1210932,14.8,16.4,-99.0,2,0.0,4.1,91.0,-99.0
227,2021-11-30T23:00,1210747,0.0,6.9,-99.0,0,0.0,0.0,-99.0,-99.0
228,2021-11-30T23:00,1200535,5.4,11.6,0.0,9,0.0,1.5,76.0,1028.0
229,2021-11-30T23:00,1210721,-99.0,5.1,-99.0,0,0.0,-99.0,95.0,-99.0
230,2021-11-30T23:00,1210956,17.6,17.4,2.7,5,0.3,4.9,72.0,-99.0
231,2021-11-30T23:00,1210637,9.7,6.0,0.0,6,0.0,2.7,84.0,-99.0
232,2021-11-30T23:00,1210960,9.0,15.3,-99.0,5,0.0,2.5,92.0,1025.8
233,2021-11-30T23:00,1210965,-99.0,13.4,0.0,0,0.0,-99.0,90.0,-99.0
234,2021-11-30T23:00,1210967,-99.0,14.7,0.2,0,0.0,-99.0,83.0,-99.0
235,2021-11-30T23:00,1210970,-99.0,4.4,0.3,0,0.1,-99.0,100.0,-99.0
236,2021-11-30T23:00,1210972,2.9,8.2,0.1,1,1.3,0.8,100.0,-99.0
237,2021-11-30T23:00,1210973,13.3,5.8,-99.0,6,0.7,3.7,83.0,-99.0
238,2021-11-30T23:00,1210974,-99.0,4.1,-99.0,0,0.2,-99.0,87.0,-99.0
239,2021-11-30T23:00,1210975,-99.0,11.4,84.0,0,0.0,-99.0,53.0,-99.0
240,2021-11-30T23:00,1210976,5.0,12.2,-99.0,9,0.9,1.4,92.0,-99.0
241,2021-11-30T23:00,1210977,2.2,15.0,-99.0,2,0.0,0.6,92.0,-99.0
242,2021-11-30T23:00,1210978,16.6,16.7,-99.0,6,0.0,4.6,85.0,-99.0
243,2021-11-30T23:00,1240675,-99.0,2.7,-99.0,0,0.0,-99.0,94.0,-99.0
244,2021-11-30T23:00,1210980,9.4,9.0,-99.0,4,1.1,2.6,96.0,-99.0
245,2021-11-30T23:00,11217510,11.2,9.6,0.0,5,0.0,3.1,99.0,-99.0
246,2021-11-30T23:00,1210984,-99.0,14.2,0.7,0,2.1,-99.0,79.0,-99.0
247,2021-11-30T23:00,1210986,4.7,17.5,-99.0,2,0.0,1.3,77.0,1025.1
248,2021-11-30T23:00,1210987,4.0,11.6,-99.0,3,0.9,1.1,92.0,-99.0
249,2021-11-30T23:00,1210990,8.6,14.5,-99.0,2,1.5,2.4,77.0,1025.2
250,2021-11-30T23:00,1200571,2.2,7.7,0.0,8,0.0,0.6,79.0,1027.0
251,2021-11-30T23:00,5210758,4.0,4.3,-99.0,2,0.0,1.1,96.0,-99.0
252,2021-11-30T23:00,1210513,8.6,16.7,0.4,2,0.2,2.4,92.0,-99.0
253,2021-11-30T23:00,6212123,0.7,5.3,3.0,2,-99.0,0.2,98.0,1029.6
254,2021-11-30T23:00,1200522,1.1,16.8,-99.0,3,0.1,0.3,80.0,1025.9
255,2021-11-30T23:00,6215360,9.0,11.0,0.0,2,0.0,2.5,80.0,1028.3
256,2021-11-30T23:00,1210577,5.0,9.5,0.0,3,0.0,1.4,-99.0,-99.0
257,2021-11-30T23:00,11217625,2.5,8.3,0.0,6,0.0,0.7,95.0,-99.0
258,2021-11-30T23:00,6214522,6.5,9.4,-99.0,8,0.0,1.8,75.0,-99.0
259,2021-11-30T23:00,6214523,-99.0,-99.0,-99.0,0,-99.0,-99.0,82.0,-99.0
260,2021-11-30T23:00,1210604,5.4,7.7,-99.0,7,0.0,1.5,100.0,1027.5
261,2021-11-30T23:00,11217645,3.6,12.3,0.0,5,0.0,1.0,91.0,-99.0
262,2021-11-30T23:00,1210606,4.3,4.5,0.3,4,0.0,1.2,98.0,1027.0
263,2021-11-30T23:00,1210611,3.6,3.0,0.0,7,0.0,1.0,99.0,-99.0
264,2021-11-30T23:00,1210612,2.9,4.9,-99.0,9,0.0,0.8,86.0,-99.0
265,2021-11-30T23:00,1210750,10.8,12.3,0.0,9,-99.0,3.0,73.0,-99.0
266,2021-11-30T23:00,1210615,2.5,7.4,0.0,9,-99.0,0.7,97.0,-99.0
267,2021-11-30T23:00,1210616,4.3,1.2,0.0,5,-99.0,1.2,98.0,1030.0
268,2021-11-30T23:00,1210619,0.0,6.9,-99.0,1,-99.0,0.0,93.0,-99.0
269,2021-11-30T23:00,1210622,5.4,5.7,0.0,8,0.0,1.5,100.0,-99.0
270,2021-11-30T23:00,6210817,5.8,4.1,-99.0,2,0.0,1.6,97.0,1028.7
271,2021-11-30T23:00,1210630,1.1,3.6,0.0,0,0.0,0.3,97.0,-99.0
272,2021-11-30T23:00,11217160,13.0,16.2,0.4,4,0.0,3.6,94.0,-99.0
273,2021-11-30T23:00,1210635,0.0,0.5,-99.0,2,0.0,0.0,90.0,-99.0
274,2021-11-30T23:00,11217165,24.5,15.9,0.4,2,0.0,6.8,100.0,-99.0
275,2021-11-30T23:00,1210643,1.8,2.9,-99.0,3,0.0,0.5,99.0,-99.0
276,2021-11-30T23:00,1210644,0.0,-1.5,0.0,5,0.0,0.0,93.0,-99.0
277,2021-11-30T23:00,1200559,2.2,4.9,-99.0,2,0.0,0.6,100.0,1027.7
278,2021-11-30T23:00,1210649,2.5,6.6,0.0,2,-99.0,0.7,95.0,-99.0
279,2021-11-30T23:00,1210654,3.6,4.1,0.0,6,0.0,1.0,87.0,1027.5
280,2021-11-30T23:00,1210655,4.3,4.1,-99.0,5,0.0,1.2,100.0,-99.0
281,2021-11-30T23:00,1210657,0.7,1.9,0.0,1,0.0,0.2,95.0,-99.0
